year,month,day,hour,minute,open,close,low,high,volume
2019,3,4,13,40,142.9900,142.9600,142.9500,143.0100,6830
2019,3,4,13,41,142.9800,142.9550,142.9550,142.9800,2781
2019,3,4,13,42,142.9538,142.9700,142.9538,143.0100,7171
2019,3,4,13,43,143.0100,143.0231,143.0100,143.0231,1774
2019,3,4,13,44,143.0365,143.0700,143.0365,143.0700,5219
2019,3,4,13,45,143.0800,143.1300,143.0800,143.1300,2487
2019,3,4,13,46,143.1100,143.0899,143.0899,143.1100,4571
2019,3,4,13,47,143.0700,143.0400,143.0400,143.0700,3417
2019,3,4,13,48,143.0400,143.0800,143.0400,143.0900,5653
2019,3,4,13,49,143.1000,143.1100,143.1000,143.1300,5273
2019,3,4,13,50,143.1199,143.1199,143.1199,143.1199,1048
2019,3,4,13,51,143.1300,143.1650,143.1300,143.1650,7335
2019,3,4,13,52,143.1500,143.0799,143.0799,143.1500,11876
2019,3,4,13,53,143.1100,143.1500,143.1100,143.1600,2144
2019,3,4,13,54,143.1762,143.2000,143.1762,143.2100,2087
2019,3,4,13,55,143.2300,143.2447,143.2100,143.2700,22671
2019,3,4,13,56,143.2700,143.2950,143.2600,143.3094,8592
2019,3,4,13,57,143.3100,143.2598,143.2598,143.3100,8771
2019,3,4,13,58,143.2400,143.2450,143.2350,143.2450,3885
2019,3,4,13,59,143.2500,143.2448,143.2400,143.2500,4524
2019,3,4,14,0,143.2600,143.2800,143.2600,143.3200,6620
2019,3,4,14,1,143.3100,143.3200,143.3000,143.3200,10577
2019,3,4,14,2,143.3250,143.2400,143.2400,143.3250,2519
2019,3,4,14,3,143.2500,143.2216,143.2216,143.2500,2551
2019,3,4,14,4,143.2400,143.2100,143.2000,143.2400,5863
2019,3,4,14,5,143.2078,143.2324,143.2000,143.2480,11756
2019,3,4,14,6,143.2500,143.2100,143.2100,143.2500,6785
2019,3,4,14,7,143.2300,143.2700,143.2300,143.2700,16803
2019,3,4,14,8,143.3000,143.2700,143.2700,143.3400,4620
2019,3,4,14,9,143.2600,143.2500,143.2500,143.2662,5395
2019,3,4,14,10,143.2273,143.2150,143.2150,143.2400,7213
2019,3,4,14,11,143.2050,143.2250,143.1800,143.2300,7899
2019,3,4,14,12,143.2236,143.1620,143.1620,143.2335,48844
2019,3,4,14,13,143.1900,143.2500,143.1900,143.2600,19037
2019,3,4,14,14,143.2613,143.2066,143.1940,143.2670,11278
2019,3,4,14,15,143.2200,143.2500,143.2200,143.2500,2292
2019,3,4,14,16,143.2073,143.2600,143.2073,143.2600,5116
2019,3,4,14,17,143.2735,143.3500,143.2735,143.3699,3272
2019,3,4,14,18,143.3200,143.3123,143.3000,143.3200,1803
2019,3,4,14,19,143.2950,143.3100,143.2900,143.3100,2686
2019,3,4,14,20,143.3050,143.3500,143.3050,143.3500,4618
2019,3,4,14,21,143.3540,143.3301,143.3301,143.3540,3512
2019,3,4,14,22,143.3200,143.3100,143.3100,143.3300,3711
2019,3,4,14,23,143.3218,143.3200,143.3200,143.3218,2942
2019,3,4,14,24,143.3300,143.3914,143.3300,143.3914,2838
2019,3,4,14,25,143.4100,143.4600,143.4000,143.4600,18769
2019,3,4,14,26,143.4600,143.4454,143.4400,143.4600,4540
2019,3,4,14,27,143.4350,143.4300,143.4200,143.4400,4142
2019,3,4,14,28,143.5000,143.4745,143.4600,143.5000,7474
2019,3,4,14,29,143.4700,143.5100,143.4700,143.5100,4684
2019,3,4,14,30,143.4900,143.5100,143.4900,143.5100,6078
2019,3,4,14,31,143.5146,143.4600,143.4600,143.5146,11126
2019,3,4,14,32,143.4700,143.4550,143.4550,143.4765,4122
2019,3,4,14,33,143.4600,143.4600,143.4300,143.4600,8825
2019,3,4,14,34,143.4320,143.3801,143.3801,143.4320,3411
2019,3,4,14,35,143.3950,143.3966,143.3900,143.4000,6113
2019,3,4,14,36,143.4100,143.4100,143.3950,143.4100,3463
2019,3,4,14,37,143.3950,143.3750,143.3750,143.3950,2405
2019,3,4,14,38,143.4100,143.3900,143.3800,143.4600,5545
2019,3,4,14,39,143.4001,143.4211,143.4001,143.4500,7857
2019,3,4,14,40,143.4500,143.4100,143.4100,143.4600,11258
2019,3,4,14,41,143.4700,143.4936,143.4700,143.4936,2739
2019,3,4,14,42,143.5000,143.4423,143.4423,143.5000,3548
2019,3,4,14,43,143.4200,143.4600,143.4200,143.4600,2978
